ID	POEM_NUMBER	POEM_TITLE	STANZA	LINE_NUMBER	LINE_IN_SOURCE	LINE	RHYMEWORD	RHYME	RECONSTRUCTION	COMMENT	PROBLEMS
3624	192	正月	192.8	1	燎之方揚	燎之方揚					
3625	192	正月	192.8	2	寧或a[miat]滅之。	寧或滅之	滅	a	miat		
3626	192	正月	192.8	1	赫赫周宗	赫赫周宗					
3627	192	正月	192.8	2	褒姒a[xiuat]滅之。（质月合韵）	褒姒滅之	滅	a	xiuat	质月合韵	
3628	192	正月	192.9	1	終其永懷	終其永懷					
3629	192	正月	192.9	2	又窘陰a[hiua]雨。	又窘陰雨	雨	a	hiua		
3630	192	正月	192.9	1	其車既載	其車既載					
3631	192	正月	192.9	2	乃棄爾a[biua]輔。	乃棄爾輔	輔	a	biua		
3632	192	正月	192.9	1	載輸爾載	載輸爾載					
3633	192	正月	192.9	2	 將伯助a[jia]予。（鱼部）	將伯助予	予	a	jia	鱼部	
3634	192	正月	192.10	1	無棄爾輔	無棄爾輔					
3635	192	正月	192.10	2	員于爾a[piuək]輻。	員于爾輻	輻	a	piuək		
3636	192	正月	192.10	1	屢顧爾僕	屢顧爾僕					
3637	192	正月	192.10	2	不輸爾a[tzə]載。	不輸爾載	載	a	tzə		
3638	192	正月	192.10	1	終踰絕險	終踰絕險					
3639	192	正月	192.10	2	曾是不a[iək]意。（职之通韵）	曾是不意	意	a	iək	职之通韵	
3640	192	正月	192.11	1	魚在于a[tjiô]沼	魚在于沼	沼	a	tjiô		
3641	192	正月	192.11	2	亦匪克a[lôk]樂。	亦匪克樂	樂	a	lôk		
3642	192	正月	192.11	1	潛雖伏矣	潛雖伏矣					
3643	192	正月	192.11	2	亦孔之a[tjiô]炤。	亦孔之炤	炤	a	tjiô		
3644	192	正月	192.11	1	憂心慘慘	憂心慘慘					
3645	192	正月	192.11	2	念國之為a[ngiôk]虐。（宵药通韵）	念國之為虐	虐	a	ngiôk	宵药通韵	
3646	192	正月	192.12	1	彼有旨a[tziu]酒	彼有旨酒	酒	a	tziu		
3647	192	正月	192.12	2	又有嘉a[heô]殽。（幽宵合韵）	又有嘉殽	殽	a	heô	幽宵合韵	
3648	192	正月	192.12	1	洽比其b[lien]鄰	洽比其鄰	鄰	b	lien		
3649	192	正月	192.12	2	昏姻孔b[hiuən]云。	昏姻孔云	云	b	hiuən		
3650	192	正月	192.12	1	念我獨兮	念我獨兮					
3651	192	正月	192.12	2	憂心慇b[iən]慇。（真文合韵）	憂心慇慇	慇	b	iən	真文合韵	
3652	192	正月	192.13	1	佌佌彼有a[ok]屋	佌佌彼有屋	屋	a	ok		
3653	192	正月	192.13	2	蔌蔌方有a[kok]穀。	蔌蔌方有穀	穀	a	kok		
3654	192	正月	192.13	1	民今之無a[lok]祿	民今之無祿	祿	a	lok		
3655	192	正月	192.13	2	天夭是a[teok]椓。	天夭是椓	椓	a	teok		
3656	192	正月	192.13	1	哿矣富人	哿矣富人					
3657	192	正月	192.13	2	哀此惸a[dok]獨。（屋部）	哀此惸獨	獨	a	dok	屋部	
3658	193	十月之交	193.1	1	十月之交	十月之交					
3659	193	十月之交	193.1	2	朔日辛a[meu]卯。	朔日辛卯	卯	a	meu		
3660	193	十月之交	193.1	1	日有食之	日有食之					
3661	193	十月之交	193.1	2	亦孔之a[thjiu]醜。（幽部）	亦孔之醜	醜	a	thjiu	幽部	
3662	193	十月之交	193.1	1	彼月而b[miuəi]微	彼月而微	微	b	miuəi		
3663	193	十月之交	193.1	2	此日而b[miuəi]微。	此日而微	微	b	miuəi		
3664	193	十月之交	193.1	1	今此下民	今此下民					
3665	193	十月之交	193.1	2	亦孔之b[əi]哀。（微部）	亦孔之哀	哀	b	əi	微部	
3666	193	十月之交	193.2	1	日月告凶	日月告凶					
3667	193	十月之交	193.2	2	不用其a[heang]行。	不用其行	行	a	heang		
3668	193	十月之交	193.2	1	四國無政	四國無政					
3669	193	十月之交	193.2	2	不用其a[liang]良。	不用其良	良	a	liang		
3670	193	十月之交	193.2	1	彼月而食	彼月而食					
3671	193	十月之交	193.2	2	則維其a[zjiang]常。	則維其常	常	a	zjiang		
3672	193	十月之交	193.2	1	此日而食	此日而食					
3673	193	十月之交	193.2	2	于何不a[tzang]臧。（阳部）	于何不臧	臧	a	tzang	阳部	
3674	193	十月之交	193.3	1	燁燁震a[dyen]電	燁燁震電	電	a	dyen		
3675	193	十月之交	193.3	2	不寧不a[lyen]令。（真部）	不寧不令	令	a	lyen	真部	
3676	193	十月之交	193.3	1	百川沸b[dəng]騰	百川沸騰	騰	b	dəng		
3677	193	十月之交	193.3	2	山冢崒b[pəng]崩。	山冢崒崩	崩	b	pəng		
3678	193	十月之交	193.3	1	高岸為谷	高岸為谷					
3679	193	十月之交	193.3	2	深谷為b[liəng]陵。	深谷為陵	陵	b	liəng		
3680	193	十月之交	193.3	1	哀今之人	哀今之人					
3681	193	十月之交	193.3	2	胡憯莫b[diəng]懲。（蒸部）	胡憯莫懲	懲	b	diəng	蒸部	
3682	193	十月之交	193.4	1	皇父卿a[dzhiə]士。	皇父卿士	士	a	dzhiə		
3683	193	十月之交	193.4	1	番維司b[da]徒。	番維司徒	徒	b	da		
3684	193	十月之交	193.4	1	家伯維a[tzə]宰。	家伯維宰	宰	a	tzə		
3685	193	十月之交	193.4	1	仲允膳b[piua]夫。	仲允膳夫	夫	b	piua		
3686	193	十月之交	193.4	1	棸子內a[shiə]史。（之部）	棸子內史	史	a	shiə	之部	
3687	193	十月之交	193.4	1	蹶維趣b[mea]馬。	蹶維趣馬	馬	b	mea		
3688	193	十月之交	193.4	1	楀維師氏。	楀維師氏					
3689	193	十月之交	193.4	1	豔妻煽方b[thjia]處。（鱼部）	豔妻煽方處	處	b	thjia	鱼部	
3690	193	十月之交	193.5	1	抑此皇父	抑此皇父					
3691	193	十月之交	193.5	2	豈曰不a[zjiə]時。	豈曰不時	時	a	zjiə		
3692	193	十月之交	193.5	1	胡為我作	胡為我作					
3693	193	十月之交	193.5	2	不即我a[miuə]謀。	不即我謀	謀	a	miuə		
3694	193	十月之交	193.5	1	徹我牆屋	徹我牆屋					
3695	193	十月之交	193.5	2	田卒汙a[lə]萊。	田卒汙萊	萊	a	lə		
3696	193	十月之交	193.5	1	曰予不戕	曰予不戕					
3697	193	十月之交	193.5	2	禮則然a[jiə]矣。（之部）	禮則然矣	矣	a	jiə	之部	
3698	193	十月之交	193.6	1	皇父孔聖	皇父孔聖					
3699	193	十月之交	193.6	2	作都于a[xiang]向。	作都于向	向	a	xiang		
3700	193	十月之交	193.6	1	擇三有事	擇三有事					
3701	193	十月之交	193.6	2	亶侯多a[dzang]藏。	亶侯多藏	藏	a	dzang		
3702	193	十月之交	193.6	1	不憖遺一老	不憖遺一老					
3703	193	十月之交	193.6	2	俾守我a[hiuang]王。	俾守我王	王	a	hiuang		
3704	193	十月之交	193.6	1	擇有車馬	擇有車馬					
3705	193	十月之交	193.6	2	以居徂a[xiang]向。（阳部）	以居徂向	向	a	xiang	阳部	
3706	193	十月之交	193.7	1	黽勉從事	黽勉從事					
3707	193	十月之交	193.7	2	不敢告a[lô]勞。	不敢告勞	勞	a	lô		
3708	193	十月之交	193.7	1	無罪無辜	無罪無辜					
3709	193	十月之交	193.7	2	讒口囂a[xiô]囂。（宵部）	讒口囂囂	囂	a	xiô	宵部	
3710	193	十月之交	193.7	1	下民之孽	下民之孽					
3711	193	十月之交	193.7	2	匪降自b[thyen]天。	匪降自天	天	b	thyen		
3712	193	十月之交	193.7	1	噂沓背憎	噂沓背憎					
3713	193	十月之交	193.7	2	職競由b[njien]人。（真部）	職競由人	人	b	njien	真部	
3714	193	十月之交	193.8	1	悠悠我a[liə]里	悠悠我里	里	a	liə		
3715	193	十月之交	193.8	2	亦孔之a[muə]痗。（之部）	亦孔之痗	痗	a	muə	之部	
3716	193	十月之交	193.8	1	四方有羡	四方有羡					
3717	193	十月之交	193.8	2	我獨居b[iu]憂。	我獨居憂	憂	b	iu		
3718	193	十月之交	193.8	1	民莫不逸	民莫不逸					
3719	193	十月之交	193.8	2	我獨不敢b[xiu]休。（幽部）	我獨不敢休	休	b	xiu	幽部	
3720	193	十月之交	193.8	1	天命不c[thiat]徹	天命不徹	徹	c	thiat		
3721	193	十月之交	193.8	2	我不敢傚我友自c[jiet]逸。（月质合韵）	我不敢傚我友自逸	逸	c	jiet	月质合韵	
3722	194	雨無正	194.1	1	浩浩昊天	浩浩昊天					
3723	194	雨無正	194.1	2	不駿其a[tək]德。	不駿其德	德	a	tək		
3724	194	雨無正	194.1	1	降喪飢饉	降喪飢饉					
3725	194	雨無正	194.1	2	斬伐四a[kuək]國。（职部）	斬伐四國	國	a	kuək	职部	
3726	194	雨無正	194.1	1	旻天疾威	旻天疾威					
3727	194	雨無正	194.1	2	弗盧弗b[da]圖。	弗盧弗圖	圖	b	da		
3728	194	雨無正	194.1	1	舍彼有罪	舍彼有罪					
3729	194	雨無正	194.1	2	既伏其b[ka]辜。	既伏其辜	辜	b	ka		
3730	194	雨無正	194.1	1	若此無罪	若此無罪					
3731	194	雨無正	194.1	2	淪胥以b[phua]鋪。（鱼部）	淪胥以鋪	鋪	b	phua	鱼部	
3732	194	雨無正	194.2	1	周宗既a[miat]滅	周宗既滅	滅	a	miat		
3733	194	雨無正	194.2	2	靡所止a[lyet]戾。	靡所止戾	戾	a	lyet		
3734	194	雨無正	194.2	1	正大夫離居	正大夫離居					
3735	194	雨無正	194.2	2	莫知我a[jiat]勩。（月质合韵）	莫知我勩	勩	a	jiat	月质合韵	
3736	194	雨無正	194.2	1	三事大夫	三事大夫					
3737	194	雨無正	194.2	2	莫肯夙b[jyak]夜。	莫肯夙夜	夜	b	jyak		
3738	194	雨無正	194.2	1	邦君諸侯	邦君諸侯					
3739	194	雨無正	194.2	2	莫肯朝b[zyak]夕。	莫肯朝夕	夕	b	zyak		
3740	194	雨無正	194.2	1	庶曰式臧	庶曰式臧					
3741	194	雨無正	194.2	2	覆出為b[ak]惡。（铎部）	覆出為惡	惡	b	ak	铎部	
3742	194	雨無正	194.3	1	如何昊a[thyen]天。	如何昊天	天	a	thyen		
3743	194	雨無正	194.3	1	辟言不a[sien]信。	辟言不信	信	a	sien		
3744	194	雨無正	194.3	1	如彼行邁	如彼行邁					
3745	194	雨無正	194.3	2	則靡所a[tzhen]臻。	則靡所臻	臻	a	tzhen		
3746	194	雨無正	194.3	1	凡百君子	凡百君子					
3747	194	雨無正	194.3	2	各敬爾a[sjien]身。	各敬爾身	身	a	sjien		
3748	194	雨無正	194.3	1	胡不相畏	胡不相畏					
3749	194	雨無正	194.3	2	不畏于a[thyen]天。（真部）	不畏于天	天	a	thyen	真部	
3750	194	雨無正	194.4	1	戎成不a[thuət]退	戎成不退	退	a	thuət		
3751	194	雨無正	194.4	2	飢成不a[ziuət]遂。	飢成不遂	遂	a	ziuət		
3752	194	雨無正	194.4	1	曾我御	曾我御					
3753	194	雨無正	194.4	2	憯憯日a[dziuət]瘁。	憯憯日瘁	瘁	a	dziuət		
3754	194	雨無正	194.4	1	凡百君子	凡百君子					
3755	194	雨無正	194.4	2	莫肯用a[siuət]訊。15	莫肯用訊	訊	a	siuət		
3756	194	雨無正	194.4	1	聽言則a[təp]荅	聽言則荅	荅	a	təp		
3757	194	雨無正	194.4	2	譖言則a[thuət]退。（物缉合韵）	譖言則退	退	a	thuət	物缉合韵	
3758	194	雨無正	194.5	1	哀哉不能言	哀哉不能言					
3759	194	雨無正	194.5	2	匪舌是a[thjiuət]出	匪舌是出	出	a	thjiuət		
3760	194	雨無正	194.5	3	維躬是a[dziuət]瘁。（物部）	維躬是瘁	瘁	a	dziuət	物部	
3761	194	雨無正	194.5	1	哿矣能言	哿矣能言					
3762	194	雨無正	194.5	2	巧言如b[liu]流	巧言如流	流	b	liu		
3763	194	雨無正	194.5	3	俾躬處b[xiu]休。（幽部）	俾躬處休	休	b	xiu	幽部	
3764	194	雨無正	194.6	1	維曰于a[dzhiə]仕	維曰于仕	仕	a	dzhiə		
3765	194	雨無正	194.6	2	孔棘且a[də]殆。	孔棘且殆	殆	a	də		
3766	194	雨無正	194.6	1	云不可a[shiə]使	云不可使	使	a	shiə		
3767	194	雨無正	194.6	2	得罪于天a[tziə]子。	得罪于天子	子	a	tziə		
3768	194	雨無正	194.6	1	亦云可a[shiə]使	亦云可使	使	a	shiə		
3769	194	雨無正	194.6	2	怨及朋a[hiuə]友。（之部）	怨及朋友	友	a	hiuə	之部	
3770	194	雨無正	194.7	1	謂爾遷于王a[ta]都	謂爾遷于王都	都	a	ta		
3771	194	雨無正	194.7	2	曰予未有室a[kea]家。（鱼部）	曰予未有室家	家	a	kea	鱼部	
3772	194	雨無正	194.7	1	鼠思泣b[xyuet]血	鼠思泣血	血	b	xyuet		
3773	194	雨無正	194.7	2	無言不b[dziet]疾。	無言不疾	疾	b	dziet		
3774	194	雨無正	194.7	1	昔爾出居	昔爾出居					
3775	194	雨無正	194.7	2	誰從作爾b[sjiet]室。（质部）	誰從作爾室	室	b	sjiet	质部	
3776	194	雨無正	194.10	1	小旻之什	小旻之什					
3777	195	小旻	195.1	1	旻天疾威	旻天疾威					
3778	195	小旻	195.1	2	敷于下a[tha]土。	敷于下土	土	a	tha		
3779	195	小旻	195.1	1	謀猶回遹	謀猶回遹					
3780	195	小旻	195.1	2	何日斯a[dzia]沮。（鱼部）	何日斯沮	沮	a	dzia	鱼部	
3781	195	小旻	195.1	1	謀臧不b[dziong]從	謀臧不從	從	b	dziong		
3782	195	小旻	195.1	2	不臧覆b[jiong]用。	不臧覆用	用	b	jiong		
3783	195	小旻	195.1	1	我視謀猶	我視謀猶					
3784	195	小旻	195.1	2	亦孔之b[giong]邛。（东部）	亦孔之邛	邛	b	giong	东部	
3785	195	小旻	195.2	1	潝潝訿訿	潝潝訿訿					
3786	195	小旻	195.2	2	亦孔之a[əi]哀。	亦孔之哀	哀	a	əi		
3787	195	小旻	195.2	1	謀之其臧	謀之其臧					
3788	195	小旻	195.2	2	則具是a[hiuəi]違。	則具是違	違	a	hiuəi		
3789	195	小旻	195.2	1	謀之不臧	謀之不臧					
3790	195	小旻	195.2	2	則具是a[iəi]依。	則具是依	依	a	iəi		
3791	195	小旻	195.2	1	我視謀猶	我視謀猶					
3792	195	小旻	195.2	2	伊于胡a[tyei]厎。（微脂合韵）	伊于胡厎	厎	a	tyei	微脂合韵	
3793	195	小旻	195.3	1	我龜既厭	我龜既厭					
3794	195	小旻	195.3	2	不我告a[jiu]猶。	不我告猶	猶	a	jiu		
3795	195	小旻	195.3	1	謀夫孔多	謀夫孔多					
3796	195	小旻	195.3	2	是用不a[dziuk]就。16	是用不就	就	a	dziuk		
3797	195	小旻	195.3	1	發言盈庭	發言盈庭					
3798	195	小旻	195.3	2	誰敢執其a[giu]咎。	誰敢執其咎	咎	a	giu		
3799	195	小旻	195.3	1	如匪行邁謀	如匪行邁謀					
3800	195	小旻	195.3	2	是用不得于a[du]道。（幽觉通韵）	是用不得于道	道	a	du	幽觉通韵	
3801	195	小旻	195.4	1	哀哉為猶	哀哉為猶					
3802	195	小旻	195.4	2	匪先民是a[dieng]程	匪先民是程	程	a	dieng		
3803	195	小旻	195.4	3	匪大猶是a[kyeng]經	匪大猶是經	經	a	kyeng		
3804	195	小旻	195.4	4	維邇言是a[thyeng]聽	維邇言是聽	聽	a	thyeng		
3805	195	小旻	195.4	5	維邇言是a[tzheng]爭。	維邇言是爭	爭	a	tzheng		
3806	195	小旻	195.4	1	如彼築室于道謀	如彼築室于道謀					
3807	195	小旻	195.4	2	是用不潰于a[zjieng]成。（耕部）	是用不潰于成	成	a	zjieng	耕部	
3808	195	小旻	195.5	1	國雖靡a[tjiə]止	國雖靡止	止	a	tjiə		
3809	195	小旻	195.5	2	或聖或a[piuə]否。	或聖或否	否	a	piuə		
3810	195	小旻	195.5	1	民雖靡a[miua]膴	民雖靡膴	膴	a	miua		
3811	195	小旻	195.5	2	或哲或a[miuə]謀	或哲或謀	謀	a	miuə		
3812	195	小旻	195.5	3	（之鱼合韵）					之鱼合韵	
3813	195	小旻	195.5	1	或肅或b[ngat]艾。	或肅或艾	艾	b	ngat		
3814	195	小旻	195.5	1	如彼泉流	如彼泉流					
3815	195	小旻	195.5	2	無淪胥以b[beat]敗。（月部）	無淪胥以敗	敗	b	beat	月部	
3816	195	小旻	195.6	1	不敢暴虎	不敢暴虎					
3817	195	小旻	195.6	2	不敢馮a[hai]河。	不敢馮河	河	a	hai		
3818	195	小旻	195.6	1	人知其一	人知其一					
3819	195	小旻	195.6	2	莫知其a[thai]他。（歌部）	莫知其他	他	a	thai	歌部	
3820	195	小旻	195.6	1	戰戰兢b[kiəng]兢	戰戰兢兢	兢	b	kiəng		
3821	195	小旻	195.6	2	如臨深淵	如臨深淵					
3822	195	小旻	195.6	3	如履薄b[piəng]冰。（蒸部）	如履薄冰	冰	b	piəng	蒸部	
3823	196	小宛	196.1	1	宛彼鳴鳩	宛彼鳴鳩					
3824	196	小宛	196.1	2	翰飛戾a[thyen]天。	翰飛戾天	天	a	thyen		
3825	196	小宛	196.1	1	我心憂傷	我心憂傷					
3826	196	小宛	196.1	2	念昔先a[njien]人。	念昔先人	人	a	njien		
3827	196	小宛	196.1	1	明發不寐	明發不寐					
3828	196	小宛	196.1	2	有懷二a[njien]人。（真部）	有懷二人	人	a	njien	真部	
3829	196	小宛	196.2	1	人之齊聖	人之齊聖					
3830	196	小宛	196.2	2	飲酒溫a[khək]克。	飲酒溫克	克	a	khək		
3831	196	小宛	196.2	1	彼昏不知	彼昏不知					
3832	196	小宛	196.2	2	壹醉日a[piuək]富。	壹醉日富	富	a	piuək		
3833	196	小宛	196.2	1	各敬爾儀	各敬爾儀					
3834	196	小宛	196.2	2	天命不a[hiuə]又。（职之通韵）	天命不又	又	a	hiuə	职之通韵	
3835	196	小宛	196.3	1	中原有菽	中原有菽					
3836	196	小宛	196.3	2	庶民a[tsə]采之。	庶民采之	采	a	tsə		
3837	196	小宛	196.3	1	螟蛉有子	螟蛉有子					
3838	196	小宛	196.3	2	蜾蠃a[biuə]負之。	蜾蠃負之	負	a	biuə		
3839	196	小宛	196.3	1	教誨爾子	教誨爾子					
3840	196	小宛	196.3	2	式穀a[ziə]似之。（之部）	式穀似之	似	a	ziə	之部	
3841	196	小宛	196.4	1	題彼脊a[lyen]令	題彼脊令	令	a	lyen		
3842	196	小宛	196.4	2	載飛載a[mieng]鳴。	載飛載鳴	鳴	a	mieng		
3843	196	小宛	196.4	1	我日斯邁	我日斯邁					
3844	196	小宛	196.4	2	而月斯a[tjieng]征。	而月斯征	征	a	tjieng		
3845	196	小宛	196.4	1	夙興夜寐	夙興夜寐					
3846	196	小宛	196.4	2	無忝爾所a[sheng]生。（真耕合韵）	無忝爾所生	生	a	sheng	真耕合韵	
3847	196	小宛	196.5	1	交交桑a[ha]扈	交交桑扈	扈	a	ha		
3848	196	小宛	196.5	2	率場啄b[siok]粟。（a= 鱼部）	率場啄粟	粟	b	siok	a=鱼部	
3849	196	小宛	196.5	1	哀我填a[koa]寡	哀我填寡	寡	a	koa		
3850	196	小宛	196.5	2	宜岸宜b[ngiok]獄。	宜岸宜獄	獄	b	ngiok		
3851	196	小宛	196.5	1	握粟出b[pok]卜	握粟出卜	卜	b	pok		
3852	196	小宛	196.5	2	自何能b[kok]穀。（屋部）	自何能穀	穀	b	kok	屋部	
3853	196	小宛	196.6	1	溫溫恭人	溫溫恭人					
3854	196	小宛	196.6	2	如集于a[mok]木。	如集于木	木	a	mok		
3855	196	小宛	196.6	1	惴惴小心	惴惴小心					
3856	196	小宛	196.6	2	如臨于a[kok]谷。（屋部）	如臨于谷	谷	a	kok	屋部	
3857	196	小宛	196.6	1	戰戰兢b[kiəng]兢	戰戰兢兢	兢	b	kiəng		
3858	196	小宛	196.6	2	如履薄b[piəng]冰。（蒸部）	如履薄冰	冰	b	piəng	蒸部	
3859	197	小弁	197.1	1	弁彼鸒a[sie]斯	弁彼鸒斯	斯	a	sie		
3860	197	小弁	197.1	2	歸飛提a[zjie]提。（支部）	歸飛提提	提	a	zjie	支部	
3861	197	小弁	197.1	1	民莫不穀	民莫不穀					
3862	197	小弁	197.1	2	我獨于b[liai]罹。	我獨于罹	罹	b	liai		
3863	197	小弁	197.1	1	何辜于天	何辜于天					
3864	197	小弁	197.1	2	我罪伊b[hai]何。	我罪伊何	何	b	hai		
3865	197	小弁	197.1	1	心之憂矣	心之憂矣					
3866	197	小弁	197.1	2	云如之b[hai]何。（歌部）	云如之何	何	b	hai	歌部	
3867	197	小弁	197.2	1	踧踧周a[du]道	踧踧周道	道	a	du		
3868	197	小弁	197.2	2	鞫為茂a[tsu]草。	鞫為茂草	草	a	tsu		
3869	197	小弁	197.2	1	我心憂傷	我心憂傷					
3870	197	小弁	197.2	2	惄焉如a[tu]擣。	惄焉如擣	擣	a	tu		
3871	197	小弁	197.2	1	假寐永歎	假寐永歎					
3872	197	小弁	197.2	2	維憂用a[lu]老。	維憂用老	老	a	lu		
3873	197	小弁	197.2	1	心之憂矣	心之憂矣					
3874	197	小弁	197.2	2	疢如疾a[sjiu]首。（幽部）	疢如疾首	首	a	sjiu	幽部	
3875	197	小弁	197.3	1	維桑與a[tziə]梓	維桑與梓	梓	a	tziə		
3876	197	小弁	197.3	2	必恭敬a[tjiə]止。	必恭敬止	止	a	tjiə		
3877	197	小弁	197.3	1	靡瞻匪父	靡瞻匪父					
3878	197	小弁	197.3	2	靡依匪a[mə]母。	靡依匪母	母	a	mə		
3879	197	小弁	197.3	1	不屬于毛	不屬于毛					
3880	197	小弁	197.3	2	不離于a[liə]裏。	不離于裏	裏	a	liə		
3881	197	小弁	197.3	1	天之生我	天之生我					
3882	197	小弁	197.3	2	我辰安a[dzə]在。（之部）	我辰安在	在	a	dzə	之部	
3883	197	小弁	197.4	1	菀彼柳斯	菀彼柳斯					
3884	197	小弁	197.4	2	鳴蜩嘒a[xyuet]嘒。	鳴蜩嘒嘒	嘒	a	xyuet		
3885	197	小弁	197.4	1	有凗者淵	有凗者淵					
3886	197	小弁	197.4	2	萑葦淠a[phiet]淠。	萑葦淠淠	淠	a	phiet		
3887	197	小弁	197.4	1	譬彼舟流	譬彼舟流					
3888	197	小弁	197.4	2	不知所a[ket]屆。	不知所屆	屆	a	ket		
3889	197	小弁	197.4	1	心之憂矣	心之憂矣					
3890	197	小弁	197.4	2	不遑假a[muət]寐。（质物合韵）	不遑假寐	寐	a	muət	质物合韵	
3891	197	小弁	197.5	1	鹿斯之奔	鹿斯之奔					
3892	197	小弁	197.5	2	維足伎a[gie]伎。	維足伎伎	伎	a	gie		
3893	197	小弁	197.5	1	雉之朝雊	雉之朝雊					
3894	197	小弁	197.5	2	尚求其a[tsie]雌。	尚求其雌	雌	a	tsie		
3895	197	小弁	197.5	1	譬彼壞木	譬彼壞木					
3896	197	小弁	197.5	2	疾用無a[tjie]枝。	疾用無枝	枝	a	tjie		
3897	197	小弁	197.5	1	心之憂矣	心之憂矣					
3898	197	小弁	197.5	2	寧莫之a[tie]知。17（支部）	寧莫之知	知	a	tie	支部	
3899	197	小弁	197.6	1	相彼投兔	相彼投兔					
3900	197	小弁	197.6	2	尚或a[syən]先之。	尚或先之	先	a	syən		
3901	197	小弁	197.6	1	行有死人	行有死人					
3902	197	小弁	197.6	2	尚或a[giən]墐之。	尚或墐之	墐	a	giən		
3903	197	小弁	197.6	1	君子秉心	君子秉心					
3904	197	小弁	197.6	2	維其a[njiən]忍之。	維其忍之	忍	a	njiən		
3905	197	小弁	197.6	1	心之憂矣	心之憂矣					
3906	197	小弁	197.6	2	涕既a[hyuən]隕之。（文部）	涕既隕之	隕	a	hyuən	文部	
3907	197	小弁	197.7	1	君子信讒	君子信讒					
3908	197	小弁	197.7	2	如或a[zjiu]酬之。	如或酬之	酬	a	zjiu		
3909	197	小弁	197.7	1	君子不惠	君子不惠					
3910	197	小弁	197.7	2	不舒a[kiu]究之。（幽部）	不舒究之	究	a	kiu	幽部	
3911	197	小弁	197.7	1	伐木b[kiai]掎矣	伐木掎矣	掎	b	kiai		
3912	197	小弁	197.7	2	析薪b[diai]杝矣。	析薪杝矣	杝	b	diai		
3913	197	小弁	197.7	1	舍彼有罪	舍彼有罪					
3914	197	小弁	197.7	2	予之b[thai]佗矣。（歌部）	予之佗矣	佗	b	thai	歌部	
3915	197	小弁	197.8	1	莫高匪a[shean]山	莫高匪山	山	a	shean		
3916	197	小弁	197.8	2	莫浚匪a[dziuan]泉。	莫浚匪泉	泉	a	dziuan		
3917	197	小弁	197.8	1	君子無易由a[ngian]言	君子無易由言	言	a	ngian		
3918	197	小弁	197.8	2	耳屬于a[hiuan]垣。（元部）	耳屬于垣	垣	a	hiuan	元部	
3919	197	小弁	197.8	1	無逝我梁	無逝我梁					
3920	197	小弁	197.8	2	無發我b[ko]笱。	無發我笱	笱	b	ko		
3921	197	小弁	197.8	1	我躬不閱	我躬不閱					
3922	197	小弁	197.8	2	遑恤我b[ho]後。（侯部）	遑恤我後	後	b	ho	侯部	
3923	198	巧言	198.1	1	悠悠昊天	悠悠昊天					
3924	198	巧言	198.1	2	曰父母a[tzia]且。	曰父母且	且	a	tzia		
3925	198	巧言	198.1	1	無罪無a[ka]辜	無罪無辜	辜	a	ka		
3926	198	巧言	198.1	2	亂如此a[xa]幠。（鱼部）	亂如此幠	幠	a	xa	鱼部	
3927	198	巧言	198.1	1	昊天已b[iuəi]威	昊天已威	威	b	iuəi		
3928	198	巧言	198.1	2	予慎無b[dzuəi]罪。（微部）	予慎無罪	罪	b	dzuəi	微部	
3929	198	巧言	198.1	1	昊天泰c[xa]幠	昊天泰幠	幠	c	xa		
3930	198	巧言	198.1	2	予慎無c[ka]辜。（鱼部）	予慎無辜	辜	c	ka	鱼部	
3931	198	巧言	198.2	1	亂之初生	亂之初生					
3932	198	巧言	198.2	2	僭始既a[ham]涵。	僭始既涵	涵	a	ham		
3933	198	巧言	198.2	1	亂之又生	亂之又生					
3934	198	巧言	198.2	2	君子信a[dzheam]讒。（谈部）	君子信讒	讒	a	dzheam	谈部	
3935	198	巧言	198.2	1	君子如b[na]怒	君子如怒	怒	b	na		
3936	198	巧言	198.2	2	亂庶遄b[dzia]沮。（鱼部）	亂庶遄沮	沮	b	dzia	鱼部	
3937	198	巧言	198.2	1	君子如c[thiə]祉	君子如祉	祉	c	thiə		
3938	198	巧言	198.2	2	亂庶遄c[jiə]已。（之部）	亂庶遄已	已	c	jiə	之部	
3939	198	巧言	198.3	1	君子屢a[meang]盟	君子屢盟	盟	a	meang		
3940	198	巧言	198.3	2	亂是用a[diang]長。（阳部）	亂是用長	長	a	diang	阳部	
3941	198	巧言	198.3	1	君子信b[dô]盜	君子信盜	盜	b	dô		
3942	198	巧言	198.3	2	亂是用b[bôk]暴。（宵药通韵）	亂是用暴	暴	b	bôk	宵药通韵	
3943	198	巧言	198.3	1	盜言孔c[kam]甘	盜言孔甘	甘	c	kam		
3944	198	巧言	198.3	2	亂是用c[dam]餤。（谈部）	亂是用餤	餤	c	dam	谈部	
3945	198	巧言	198.3	1	匪其止d[kiong]共	匪其止共	共	d	kiong		
3946	198	巧言	198.3	2	維王之d[giong]邛。（东部）	維王之邛	邛	d	giong	东部	
3947	198	巧言	198.4	1	奕奕寢廟	奕奕寢廟					
3948	198	巧言	198.4	2	君子a[tzak]作之。	君子作之	作	a	tzak		
3949	198	巧言	198.4	1	秩秩大猷	秩秩大猷					
3950	198	巧言	198.4	2	聖人a[mak]莫之。	聖人莫之	莫	a	mak		
3951	198	巧言	198.4	1	他人有心	他人有心					
3952	198	巧言	198.4	2	予忖a[dak]度之。	予忖度之	度	a	dak		
